user_id;file_id;plastic_type;plastic_color;layer_high;nozzle_width
1243330176;BQACAgIAAxkBAAIEM2PUhFpMOZMlHODmX09LPyNTW6r0AALMKQAC-j-gSqsAAQlTrkqZYS0E;SBS;black;0.5;1.0
